Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,CYD3WBCD4T9W,2023-03-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,60.2
Vancouver Coastal,AUDCNYKRCK6Y,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.4
Interior Health,BWGMBEUC47BM,2023-03-30,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,26.3
Vancouver Coastal,6RFPBFP9Z4XV,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,62.6
Vancouver Coastal,FXUJZT8VT8ME,2023-03-30,Insite,Vancouver,Fentanyl,Opioid,16.8
Island Health,64AHHKCN7H66,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.6
Island Health,U94FYZYKDH22,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,3.8
Vancouver Coastal,6RQPP88PN6KB,2023-03-30,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,14.4
Island Health,J4AME98QZ2DJ,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,3.4
Vancouver Coastal,NPZQ2PUXAMVX,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,65.8
Vancouver Coastal,NP8G9NVNQY8W,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.6
Island Health,744PPBQ3ZKFU,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,14.4
Island Health,72MZZWGVZVMJ,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,10.9
Island Health,JRYBBKYA6RVJ,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,22.8
Island Health,AVN3H3237DRJ,2023-03-30,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.4
Interior Health,J3WM2PC3BA98,2023-03-30,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,7.9
Interior Health,42W4ENY3Y7P9,2023-03-30,ANKORS (Nelson),Nelson,Fentanyl,Opioid,10.0
Interior Health,D2ARBD6CAPK8,2023-03-30,ANKORS (Nelson),Nelson,Fentanyl,Opioid,6.6
Interior Health,ZW9RRJWF7A6Q,2023-03-30,ANKORS (Nelson),Nelson,Fentanyl,Opioid,10.2
Vancouver Coastal,GEZU6WZ9638T,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,55.1
Vancouver Coastal,KBVENGQR89U6,2023-03-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,61.8
Interior Health,YM7FJG6AVB67,2023-03-30,Cornerstone Shelter,Kelowna,Down (Unknown Opioid),Opioid,11.1
Northern Health,P3UTCRTMUCKU,2023-03-30,Northwest ICMT,Terrace,Fentanyl,Opioid,18.4
Vancouver Coastal,KQDWEMPCZVY4,2023-03-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.6
Fraser Health,GNR4NQKW2W9X,2023-03-29,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,10.9
Fraser Health,QAEQJJ4T6J3X,2023-03-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.3
Interior Health,MDP8VMTEWFGU,2023-03-29,Outreach Urban Health,Kelowna,Fentanyl,Opioid,15.0
Interior Health,K24PNWXVFB8P,2023-03-29,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,40.2
Vancouver Coastal,4Q23C749MGMD,2023-03-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,18.7
Fraser Health,4M6WJCUC9BK9,2023-03-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,4UVRNWQTTWWZ,2023-03-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.6
Fraser Health,YWU8E96TTH7W,2023-03-29,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,24.5
Fraser Health,PDMPJE7XH8TZ,2023-03-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,65.8
Vancouver Coastal,QYGZAQ4GUACQ,2023-03-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,23.2
Fraser Health,YYDUN87VDYZV,2023-03-29,Public Health Unit Chilliwack,Chilliwack,Down (Unknown Opioid),Opioid,19.5
Interior Health,BMBE7MP8XN88,2023-03-29,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,42.2
Vancouver Coastal,32WMEN6DTKTA,2023-03-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.3
Interior Health,4VNM3PZT2W3M,2023-03-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,14.0
Vancouver Coastal,K8D3Q74FY47M,2023-03-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.7
Island Health,XT6WETV6UZZY,2023-03-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.9
Interior Health,ED7QFD7BGWR2,2023-03-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,19.8
Interior Health,9TEAYC4M3JTQ,2023-03-28,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,12.1
Interior Health,BGG4CY3NK8YN,2023-03-28,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,11.8
Interior Health,C498RRZZJXBU,2023-03-28,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,11.4
Interior Health,EWQQDZFJXDXW,2023-03-28,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,10.1
Interior Health,XZM3W4UDVTV6,2023-03-28,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,11.9
Vancouver Coastal,QBGTZPAFUEKZ,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,19.7
Island Health,JPERYYRUMGMG,2023-03-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.0
Island Health,QQ4BHQDTRZN8,2023-03-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.6
Vancouver Coastal,C6CU2CFMD326,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,48.4
Vancouver Coastal,VHNW94ZTHJW4,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,16.4
Vancouver Coastal,Y89TWVJKV9EB,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,12.5
Interior Health,QPHAYBY3KPUF,2023-03-28,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,19.4
Vancouver Coastal,GWKHYRPQ6HJQ,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,18.5
Vancouver Coastal,UFZP6YKDT3ZK,2023-03-28,Insite,Vancouver,Fentanyl,Opioid,18.5
Island Health,46B99DQHQVZK,2023-03-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.1
Vancouver Coastal,9Q9MBMU6HBBB,2023-03-27,Insite,Vancouver,Fentanyl,Opioid,11.0
Vancouver Coastal,C3B34YZMN7WF,2023-03-27,Insite,Vancouver,Fentanyl,Opioid,11.2
Vancouver Coastal,9AB96KVRYG3V,2023-03-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.5
Interior Health,6UF69JEENKF2,2023-03-27,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,8.7
Interior Health,Z83GQQQMY4AA,2023-03-27,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.7
Vancouver Coastal,7XAWHY8QEZUY,2023-03-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,C4WXADTPRCU4,2023-03-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,56.5
Vancouver Coastal,QUPQYZ72YK97,2023-03-27,Insite,Vancouver,Fentanyl,Opioid,9.3
Interior Health,64NRDTN7QJU8,2023-03-27,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,24.3
Fraser Health,JNYWPMMHDW8W,2023-03-27,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,19.5
Island Health,3G8ZQVYW2VEP,2023-03-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.4
Island Health,4BGY84PDAEXJ,2023-03-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.1
Island Health,G9WQ82AUFMUB,2023-03-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,WTMRZHVHJ8R3,2023-03-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,42.8
Island Health,6CRW922Q9Y4J,2023-03-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.1
Island Health,UA9W3JGJTKVB,2023-03-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.2
Fraser Health,MGPUT44ZGE7X,2023-03-26,The Haven,Mission,Down (Unknown Opioid),Opioid,21.5
Fraser Health,PG89DKXWWQRW,2023-03-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,54.1
Fraser Health,WHABY9TNKQTQ,2023-03-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,27.9
Fraser Health,MC7WFEBCW9B6,2023-03-26,The Haven,Mission,Down (Unknown Opioid),Opioid,22.3
Island Health,NB7AN8XA9KCB,2023-03-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,20.2
Island Health,XDAWHT6ZZVTD,2023-03-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.5
Fraser Health,URBVJMV39GVT,2023-03-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,27.6
Fraser Health,WDYRCNYTYPDV,2023-03-26,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,16.6
Vancouver Coastal,WNXHZTP7Q9GB,2023-03-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,62.5
Island Health,NH62Z7MYKV79,2023-03-25,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,18.3
Island Health,2WRDZAWZQYGV,2023-03-25,CMHA,Nanaimo,Fentanyl,Opioid,64.2
Vancouver Coastal,TZKVG2GDJRUN,2023-03-25,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,49.9
Island Health,2QGTWAWNTAZ3,2023-03-25,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.2
Vancouver Coastal,H4PYXXDB9JW7,2023-03-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,ZCB999UWKZ7B,2023-03-25,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,58.5
Interior Health,6RRDWDM4QKZX,2023-03-24,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,8.3
Vancouver Coastal,VNDJRBENXV4P,2023-03-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.6
Fraser Health,46WWW4P78JEQ,2023-03-24,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,37.0
Fraser Health,FEGCE3YFFFRU,2023-03-24,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,40.6
Island Health,7TA27HBCWJQW,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.1
Island Health,ADUDVPP64MXP,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.2
Island Health,CMEG44U3V4DZ,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.1
Island Health,FR9RHBMYNDWZ,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.7
Vancouver Coastal,64F28THUU78M,2023-03-24,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,12.2
Fraser Health,JN6CWDNFJU47,2023-03-24,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,53.8
Fraser Health,8HNNQQWE8HP7,2023-03-24,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.7
Fraser Health,HTTNMJUP4AHA,2023-03-24,The Hub,Abbotsford,Fentanyl,Opioid,25.7
Island Health,E4MJHXH2QJZ9,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.9
Vancouver Coastal,QECZA3VW4VVX,2023-03-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,68.8
Vancouver Coastal,TNKX7B8HB9W4,2023-03-24,Insite,Vancouver,Fentanyl,Opioid,9.5
Fraser Health,JT887Q2Q8G8Z,2023-03-24,PeacePoint,White Rock,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,XDYUGGAYG48A,2023-03-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,51.0
Island Health,46XABEVC2P3Q,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.6
Island Health,947N9XAXE8QY,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,4.8
Island Health,BJQ24HKQKT9R,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.6
Island Health,J8QR2Y62MJ86,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,4.8
Island Health,UVUJ4JY6QDVV,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.1
Island Health,XQUJQGPFY3M2,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.9
Island Health,7PZ89E7UUV76,2023-03-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.0
Fraser Health,KAPCZBXCNTUA,2023-03-24,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,42.0
Fraser Health,4ZG74A2JGWTX,2023-03-24,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,21.0
Interior Health,P3MHWBUDHVVC,2023-03-24,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,7.5
Vancouver Coastal,YC9KVGX32FVC,2023-03-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.9
Fraser Health,3K7YEGGDH7MM,2023-03-24,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,43.8
Fraser Health,GTKX3B4KBZUA,2023-03-24,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,40.5
Fraser Health,HDWR6HW94Q36,2023-03-24,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,23.0
Interior Health,JRJF6AX663CE,2023-03-24,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,20.7
Fraser Health,JE97ZXMF9BG3,2023-03-24,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,28.3
Interior Health,CYJ972QA2A8U,2023-03-23,ASK Wellness (Merritt),Merritt,Fentanyl,Opioid,21.1
Fraser Health,7E6NMCHJ3E6Q,2023-03-23,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,51.8
Vancouver Coastal,AYDGDKR2P897,2023-03-23,Insite,Vancouver,Fentanyl,Opioid,21.4
Vancouver Coastal,M8YZPFADMDQU,2023-03-23,Insite,Vancouver,Fentanyl,Opioid,20.8
Interior Health,4V42NJ2RP3E8,2023-03-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.1
Interior Health,D7KPCH64UPQF,2023-03-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,8.2
Island Health,JJB3W22K8MZ4,2023-03-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,22.0
Island Health,JQ3QVABRJJQH,2023-03-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,12.4
Island Health,V7A8DWF8UKF8,2023-03-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,11.2
Vancouver Coastal,HKPJ4HWC3FCY,2023-03-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,4.3
Vancouver Coastal,DRK3HX7QRH6V,2023-03-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Island Health,T2NXNRFAPXKT,2023-03-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.2
Vancouver Coastal,AYBVXG3WM2XA,2023-03-23,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,68.9
Island Health,DHT39YFZQATV,2023-03-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,10.2
Vancouver Coastal,XT6YR7RWCMT2,2023-03-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.4
Vancouver Coastal,EXAPRGT8G4FF,2023-03-23,Insite,Vancouver,Fentanyl,Opioid,28.5
Fraser Health,VEKQH7URGYEM,2023-03-23,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,ERRT62MN2F69,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,10.0
Vancouver Coastal,HJHFAFHFFV2H,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,10.1
Interior Health,3NRXNPDRGQ46,2023-03-22,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,8.6
Interior Health,VQY7AERDQK83,2023-03-22,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,12.2
Vancouver Coastal,NA8NAXRTCQZE,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,6.2
Interior Health,QNB4UH4W9V3H,2023-03-22,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,13.0
Vancouver Coastal,Z3J9RE9JFJBD,2023-03-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,18.7
Vancouver Coastal,9DYG9P78AFAP,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,64.9
Island Health,WT3MEJ8AYVAT,2023-03-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.9
Vancouver Coastal,FRE723B3HVMD,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,21.1
Vancouver Coastal,ZMP7XETFMHQN,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,71.2
Fraser Health,9N7Q24D7PHEU,2023-03-22,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,9.6
Vancouver Coastal,R2EB49JJ3J6D,2023-03-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,21.4
Vancouver Coastal,Q4G94TG2BVUW,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.8
Fraser Health,N9V4WVVY8NDR,2023-03-22,SafePoint,Surrey,Down (Unknown Opioid),Opioid,14.4
Vancouver Coastal,M98VKFWTB9QM,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.6
Vancouver Coastal,NZ3EKTFXJCMX,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.9
Island Health,AQWPAQZNGQF3,2023-03-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.2
Island Health,U38F9JUCKCP8,2023-03-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,17.6
Fraser Health,ZB7GN6NBPCTY,2023-03-22,Pacific Community Resources Society,Chilliwack,Down (Unknown Opioid),Opioid,9.6
Vancouver Coastal,KA4A6NPXHMXQ,2023-03-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,24.4
Vancouver Coastal,4F9BTAFA666E,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.4
Fraser Health,WGKEQ8CQYBEN,2023-03-22,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,15.5
Vancouver Coastal,DD9YFPG7PQU3,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,9.8
Fraser Health,RCX6849B36CW,2023-03-22,Pacific Community Resources Society,Chilliwack,Down (Unknown Opioid),Opioid,7.1
Interior Health,9MZGH7YMKKAV,2023-03-22,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,MH8JW78N7TYE,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,27.7
Vancouver Coastal,QVWG8EWZTGYC,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.4
Interior Health,J2ZYM368VY88,2023-03-22,ANKORS Mobile (Trail),Trail,Fentanyl,Opioid,10.3
Vancouver Coastal,Z3HRABQUJ9GR,2023-03-22,Insite,Vancouver,Fentanyl,Opioid,15.3
Vancouver Coastal,EA2ZERPVR9A2,2023-03-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,73.1
Vancouver Coastal,JXUDZRE73ZWN,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,MUA7QCRR74CB,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.9
Vancouver Coastal,XTPB8RHPDZ7G,2023-03-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Island Health,6EG3XUZAH8QD,2023-03-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,17.2
Interior Health,JQA7N39RVPFV,2023-03-22,ANKORS Mobile (Trail),Trail,Fentanyl,Opioid,15.8
Vancouver Coastal,QKJFZ92FXJGC,2023-03-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,10.3
Vancouver Coastal,BVC88QWY7Z2G,2023-03-21,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,14.4
Vancouver Coastal,8UZM2DD8EURE,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.5
Vancouver Coastal,TGBMHQ73UQ2Y,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.2
Vancouver Coastal,ZHPTPYX9X4NU,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.9
Vancouver Coastal,AER39678BJDA,2023-03-21,Insite,Vancouver,Fentanyl,Opioid,18.0
Vancouver Coastal,A8M76JDGKCEH,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,6.5
Vancouver Coastal,J2VZQQ4KMJC9,2023-03-21,Insite,Vancouver,Fentanyl,Opioid,17.3
Interior Health,N8BENNGBVDZU,2023-03-21,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,20.7
Vancouver Coastal,T83VN8RV99WH,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,E8FG8MEXDQJD,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.6
Vancouver Coastal,VCPZ69HBC4JY,2023-03-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Interior Health,PG2WMXX9DWHC,2023-03-21,Vernon MHSU,Vernon,Down (Unknown Opioid),Opioid,10.5
Vancouver Coastal,YWZKCCCD9K48,2023-03-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.1
Vancouver Coastal,P833223X3GAK,2023-03-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,59.2
Vancouver Coastal,2TF74KNUCFZ8,2023-03-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.7
Vancouver Coastal,BRJRPMH6ZUV9,2023-03-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.2
Island Health,EYKR943W2FTT,2023-03-20,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,25.4
Interior Health,3X4BZAWAUR2C,2023-03-20,ANKORS (Nelson),Nelson,Fentanyl,Opioid,8.6
Interior Health,GVQBJDECT78H,2023-03-20,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.4
Interior Health,QYXMP4JJ4DA8,2023-03-20,ANKORS (Nelson),Nelson,Fentanyl,Opioid,8.1
Interior Health,V33WNVNP3893,2023-03-20,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.7
