Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,BWDXNTA6TA3A,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.6
Fraser Health,U8NCNMNWE4FN,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,38.7
Fraser Health,8A4CTZRTCZRN,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.0
Fraser Health,E9ZT2WVXPVVU,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.2
Fraser Health,FCCBVXAZQPDY,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.9
Fraser Health,7TK8QQ8T7WF8,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,30.6
Fraser Health,XKNGGQVA8D86,2023-11-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.6
Vancouver Coastal,8UTV83FUZGFE,2023-11-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.9
Fraser Health,T9TT4DR3HER6,2023-11-28,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,24.7
Fraser Health,YHGXAR4Z8TB8,2023-11-28,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,18.0
Fraser Health,TMK74MGVKCR7,2023-11-28,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,7.8
Vancouver Coastal,X8MM2R788TP4,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Interior Health,DNJY67RNQ3W7,2023-11-27,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,13.8
Vancouver Coastal,R393K2W2A4F3,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.3
Vancouver Coastal,2JBU8FD4R7R4,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,33.3
Interior Health,363BMEBBXW4T,2023-11-27,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,8.1
Vancouver Coastal,Y4749WVTBG74,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.5
Interior Health,NQT3WA6UPHFE,2023-11-27,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,9.1
Island Health,HCXK6478RNNM,2023-11-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,27.5
Vancouver Coastal,B3RUTJKY49QF,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,60.0
Vancouver Coastal,8XUEVCD6ZZFT,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,71.4
Vancouver Coastal,4FMXKM83CHUT,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.7
Vancouver Coastal,PZAYXHU4WCTB,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.8
Vancouver Coastal,QNC6CUD3FJZQ,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.6
Vancouver Coastal,GJ933VB2N9PF,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,68.9
Vancouver Coastal,CZM6K49C46CY,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.9
Fraser Health,228JJ7Q2JGW4,2023-11-27,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,21.6
Fraser Health,44CAZRDNRZGC,2023-11-27,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,22.2
Fraser Health,7PWDBGERJVAK,2023-11-27,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,18.0
Fraser Health,ENGEKY2EBA9B,2023-11-27,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,17.3
Fraser Health,HG489WWWJDKB,2023-11-27,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,22.2
Vancouver Coastal,DETWXGFE8TWJ,2023-11-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.7
Interior Health,RZAFT873JATR,2023-11-27,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,11.2
Vancouver Coastal,6BFQYDAYME4Q,2023-11-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Fraser Health,6QDGGCYB7H99,2023-11-26,MCS The Haven,Mission,Down (Unknown Opioid),Opioid,9.5
Vancouver Coastal,N2EBM8BGBZKU,2023-11-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.7
Vancouver Coastal,KNECRKGFRZ9G,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.8
Vancouver Coastal,C4NTVZT3M8TM,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,32.0
Vancouver Coastal,77YF9UJHDX48,2023-11-25,Community Resource Centre,Powell River,Fentanyl,Opioid,23.2
Fraser Health,TDYTMY27JAHN,2023-11-25,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,10.5
Fraser Health,Y6B89J3GM8F3,2023-11-25,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,8.5
Fraser Health,YFXAH3JAEY3W,2023-11-25,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,12.7
Vancouver Coastal,4WVXZ89ZQTZD,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Interior Health,WRDAVTDHCYY9,2023-11-25,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,KFRVXWJBJWHW,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,65.9
Vancouver Coastal,QXJVPEQ7REAR,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,34.3
Vancouver Coastal,Z4YCBRQ6KABY,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.0
Interior Health,72MUPPBWCAW9,2023-11-25,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,48.6
Interior Health,PVR63BWAVN7T,2023-11-25,Burdock House (Penticton),Penticton,Fentanyl,Opioid,16.7
Vancouver Coastal,72XGH7HKDA94,2023-11-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.1
Fraser Health,DMHQ2E8EAQ9K,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,12.2
Fraser Health,HQJD3ZABDD3F,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.4
Fraser Health,77XJN3HKXPPP,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,9.1
Fraser Health,CNPEVGRGQZTZ,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,40.6
Vancouver Coastal,386AWV2FMBJ2,2023-11-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Fraser Health,8WPARPTBYXPF,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,18.4
Fraser Health,PA9UBFVP376X,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,BUCYRQEXYQEV,2023-11-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.4
Interior Health,ZMTVMXPB9YJJ,2023-11-24,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,32.2
Fraser Health,RFDFMTQBN46U,2023-11-24,Abby Drug War Survivors (NOMAD),Abbotsford,Down (Unknown Opioid),Opioid,3.6
Fraser Health,JGN8P7MTVRTG,2023-11-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,19.9
Fraser Health,QQR8NWFJGWNN,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,44.5
Fraser Health,X86W22N82D9G,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,17.4
Fraser Health,8M6U6R94REK8,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,18.6
Vancouver Coastal,BTY3TUDCFFWZ,2023-11-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.5
Fraser Health,6PACP82JPXWA,2023-11-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,19.2
Fraser Health,K6UDDG4KKFRW,2023-11-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.6
Fraser Health,PPGCGTANPAHK,2023-11-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,25.7
Interior Health,4K7YNREJC883,2023-11-24,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,14.1
Vancouver Coastal,P79V9AX3NM4Z,2023-11-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.0
Vancouver Coastal,JW9XCV7NJJBG,2023-11-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.5
Interior Health,7VHFRG9DHP9K,2023-11-23,Compass House (Penticton),Penticton,Fentanyl,Opioid,18.6
Interior Health,YWVWN3GD46WK,2023-11-23,Compass House (Penticton),Penticton,Down (Unknown Opioid),Opioid,17.2
Interior Health,Z4VEBHRB3AEB,2023-11-23,Compass House (Penticton),Penticton,Down (Unknown Opioid),Opioid,18.6
Interior Health,HRDK3M3TP3M6,2023-11-23,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,43.5
Vancouver Coastal,4Y6QV6DGHQ2B,2023-11-23,Community Resource Centre,Powell River,Fentanyl,Opioid,22.3
Vancouver Coastal,KGVGANVY6YQE,2023-11-23,Community Resource Centre,Powell River,Fentanyl,Opioid,14.9
Vancouver Coastal,M7VNAV9VRD7T,2023-11-23,Community Resource Centre,Powell River,Fentanyl,Opioid,44.4
Vancouver Coastal,VPAVNCYUK9AV,2023-11-23,Community Resource Centre,Powell River,Fentanyl,Opioid,42.6
Vancouver Coastal,XEJ4RP9EKEFN,2023-11-23,Community Resource Centre,Powell River,Fentanyl,Opioid,57.0
Vancouver Coastal,FZ26KMNW4QK8,2023-11-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,33.2
Interior Health,ATX6KER3WYJ7,2023-11-23,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,10.6
Interior Health,BU4G6BG9PZ2Y,2023-11-23,Cornerstone Shelter,Kelowna,Down (Unknown Opioid),Opioid,7.1
Interior Health,DWBDCWKD9YDZ,2023-11-23,Fairhaven,Penticton,Down (Unknown Opioid),Opioid,19.7
Interior Health,FDY2MK6TJJKM,2023-11-23,Fairhaven,Penticton,Down (Unknown Opioid),Opioid,22.7
Interior Health,JNVC9FMNJRHN,2023-11-23,Fairhaven,Penticton,Down (Unknown Opioid),Opioid,21.8
Fraser Health,XPMV4BVUU8ZY,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,14.1
Fraser Health,MK38BGKGZPUY,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,20.0
Interior Health,VKGUH3ER4WTF,2023-11-22,Living Positive Resource Centre,Kelowna,Down (Unknown Opioid),Opioid,16.1
Fraser Health,GDC8G4VEA73N,2023-11-22,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,27.2
Fraser Health,WQ7VGB68EKF8,2023-11-22,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,25.1
Interior Health,D39EFQUAPZXF,2023-11-22,Cornerstone Shelter,Kelowna,Down (Unknown Opioid),Opioid,21.9
Fraser Health,B962TQKH9QMT,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,34.3
Fraser Health,9KUQQFDJARBN,2023-11-22,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,16.4
Fraser Health,HVW6YF363KG6,2023-11-22,SafePoint,Surrey,Down (Unknown Opioid),Opioid,25.4
Vancouver Coastal,7QA6R3WB7UWD,2023-11-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,50.8
Fraser Health,DWFNG8ZZ3CBC,2023-11-22,SafePoint,Surrey,Heroin,Opioid,55.8
Fraser Health,8RUFHT7RTHRF,2023-11-22,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,19.1
Fraser Health,UDJ4J6GAJM8J,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,22.9
Fraser Health,PVZEWZFJZPHF,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,20.0
Fraser Health,BTXHB4MPDMAR,2023-11-22,SafePoint,Surrey,Down (Unknown Opioid),Opioid,4.9
Fraser Health,B6Z92AWJ2RFD,2023-11-22,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,7.1
Vancouver Coastal,VWM6E3PETFER,2023-11-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.9
Fraser Health,CRDQRVDNRGB4,2023-11-22,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,8CCTCEMRZCUQ,2023-11-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,Q6QYEUHEYPMD,2023-11-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.4
Fraser Health,6NFHDW8Z2GFM,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,14.5
Fraser Health,6WW96WXC3KAM,2023-11-21,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,20.9
Fraser Health,AMC3CJW428DK,2023-11-21,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,25.1
Fraser Health,46MJCCWQ2R7X,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,43.8
Fraser Health,MFKKXAK8KDK6,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.9
Interior Health,QZ83XDQR6HE2,2023-11-21,Medicine Shoppe Pharmacy,Vernon,Down (Unknown Opioid),Opioid,37.0
Interior Health,6BFY9BG9HRQ6,2023-11-21,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,11.2
Interior Health,8BAXGQJ7YV4C,2023-11-21,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,47.3
Interior Health,DPPKFEJ9YXRH,2023-11-21,Outreach Urban Health,Kelowna,Fentanyl,Opioid,20.3
Fraser Health,EFEZHY73AMP4,2023-11-21,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,18.3
Fraser Health,TJ37W29QWEXF,2023-11-21,Purpose Society,New Westminster,Fentanyl,Opioid,64.4
Fraser Health,A88G9DH8HUFX,2023-11-21,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,7.6
Fraser Health,GPER8F888BQW,2023-11-21,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,8.8
Vancouver Coastal,ZJURRH7J8K28,2023-11-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.5
Fraser Health,AURAGDXENMCX,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,10.9
Interior Health,AN7N3X4FBFMY,2023-11-21,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,47.1
Interior Health,AVN7YDTCM2A2,2023-11-21,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,48.6
Fraser Health,39WFQTW9BHY8,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,66.2
Fraser Health,Z9ZMRDY3RM39,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,39.5
Fraser Health,3Y3H96YRMPTK,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,36.9
Fraser Health,PJFT2GPHYUDY,2023-11-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,62.7
Vancouver Coastal,R2WUCV7WW7V2,2023-11-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.2
Fraser Health,MUZPYEYDAUJ2,2023-11-21,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,EXGAARGDAANC,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.9
Vancouver Coastal,9UK8FJBHEARY,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.5
Vancouver Coastal,63K2JKVCEYNC,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.3
Vancouver Coastal,7TTYX32Z2EZY,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.2
Island Health,9MHHR39ZNZTK,2023-11-20,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.4
Vancouver Coastal,DHT89RKNHRQ3,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.0
Vancouver Coastal,BDYC2DRPNTH3,2023-11-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,50.2
Vancouver Coastal,CRP7KBG3N7QQ,2023-11-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,18.7
Vancouver Coastal,EWHG4DDU26DV,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,HZY66X63YGAH,2023-11-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Interior Health,G8W77DKBX6GK,2023-11-20,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,12.3
Fraser Health,62AXC484WMN4,2023-11-19,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,10.9
Vancouver Coastal,PMD8YXQG2GBN,2023-11-19,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,28.7
Fraser Health,Q3P7RPG2WY4U,2023-11-19,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,B7GFUUYX4BZG,2023-11-18,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,72.1
Vancouver Coastal,3A6NRXGBQVGF,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,E8GUNUFQ2MR6,2023-11-18,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,43.3
Vancouver Coastal,XKE2DVH4C8CR,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,MPUPKXKJ6YM4,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,H9WMQ3DZAH96,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.4
Vancouver Coastal,T23Q7KNMMWYB,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.5
Vancouver Coastal,BVXG3HRCKHZ8,2023-11-18,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,72.0
Vancouver Coastal,WU8VP6VAGAWW,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.9
Vancouver Coastal,DT334RJZCJR6,2023-11-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.0
Vancouver Coastal,WQJ7R2U8BFAZ,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,61.3
Interior Health,UFHCBG9CMFCK,2023-11-17,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,12.0
Vancouver Coastal,CNKCYNGEENNU,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,48.8
Vancouver Coastal,9PR2FA6C93DK,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.6
Island Health,YJ94AYVWQ22Z,2023-11-17,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,10.3
Vancouver Coastal,QQZUA396RZJQ,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,38.1
Vancouver Coastal,UTDJ6WDDJJHG,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.4
Fraser Health,Z94BYUXTFK6B,2023-11-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,19.9
Interior Health,HHHWTH7H2EQG,2023-11-17,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,18.3
Fraser Health,C3W22P389U9H,2023-11-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,36.9
Fraser Health,P7GYH7DCDDE7,2023-11-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,38.7
Fraser Health,YA3MJ3EPN6NH,2023-11-17,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.0
Fraser Health,QMRYAWE9FBC8,2023-11-17,Abby Drug War Survivors (NOMAD),Abbotsford,Down (Unknown Opioid),Opioid,13.2
Vancouver Coastal,XXEGTYTU88HG,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.8
Vancouver Coastal,J2K7K4Z88JYD,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,32.0
Vancouver Coastal,ZDERPGQVGG8H,2023-11-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.5
Fraser Health,9AGYTKTXTAMJ,2023-11-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,19.9
Fraser Health,47AKNEPFUXMX,2023-11-17,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.8
Vancouver Coastal,RAJPGMPUCKHJ,2023-11-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.7
