Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Interior Health,7WBVDFCJQPJH,2022-10-26,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,21.5
Fraser Health,22ZNREAQEDWF,2022-10-26,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.0
Fraser Health,DF2AKTTVGHN6,2022-10-26,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.8
Vancouver Coastal,B94R7W9YZ72A,2022-10-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,61.0
Vancouver Coastal,Z2XBRAMJU8GX,2022-10-25,Insite,Vancouver,Fentanyl,Opioid,15.0
Fraser Health,BQBDHR9P69QG,2022-10-25,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,17.8
Fraser Health,NHV967XN2FVG,2022-10-25,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,KXVDYCMR2ECD,2022-10-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.9
Vancouver Coastal,GBJR8C4FQM24,2022-10-25,Get Your Drugs Tested,Vancouver,Heroin,Opioid,21.9
Vancouver Coastal,T7YHFY6XQYV3,2022-10-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.6
Interior Health,RPWPHRXEMVPH,2022-10-25,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,19.4
Interior Health,ZVQ6K98R2686,2022-10-25,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,6.3
Interior Health,NEUPJBHN4YD4,2022-10-25,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,17.2
Interior Health,2XJZ3JMPRZY3,2022-10-25,Vernon MHSU,Vernon,Fentanyl,Opioid,6.9
Interior Health,B874TB8KJH3P,2022-10-24,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,10.7
Vancouver Coastal,YX6VR634HNA6,2022-10-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.8
Vancouver Coastal,9KDBPWXT3Y67,2022-10-24,Insite,Vancouver,Fentanyl,Opioid,12.6
Vancouver Coastal,HTJGBWMB3M8Z,2022-10-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,32.9
Vancouver Coastal,2BCK8TDV43RU,2022-10-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,68.4
Fraser Health,3DRCBRH7EKZV,2022-10-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,12.4
Vancouver Coastal,E34DVX73AQ9N,2022-10-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,67.7
Vancouver Coastal,6W9ZEEWENZ9J,2022-10-24,Insite,Vancouver,Fentanyl,Opioid,12.0
Vancouver Coastal,K83DAC97JB8Q,2022-10-24,Insite,Vancouver,Fentanyl,Opioid,19.9
Fraser Health,7VNH69FX8BUA,2022-10-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,20.1
Fraser Health,YW6A8PXZ8AUG,2022-10-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,12.8
Fraser Health,ZKPD3AZ7BF8P,2022-10-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,10.9
Vancouver Coastal,9AQKBKD32A83,2022-10-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,14.8
Vancouver Coastal,HHJABY98R9JY,2022-10-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,57.8
Vancouver Coastal,F2C3QT38H482,2022-10-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,53.6
Vancouver Coastal,FVC29V7YQ89R,2022-10-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.9
Fraser Health,XRRAGR3CP9Y3,2022-10-21,Purpose Society,New Westminster,Fentanyl,Opioid,69.6
Vancouver Coastal,TDT6BFYCNM74,2022-10-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.0
Vancouver Coastal,F6BBWCP99MJ2,2022-10-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.0
Interior Health,GJVX24WBWVWY,2022-10-21,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,20.6
Vancouver Coastal,BVVHXJ48DW22,2022-10-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.2
Interior Health,HRV8HXKE8EWU,2022-10-21,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,17.9
Vancouver Coastal,M9BVZBN9M9DN,2022-10-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.2
Vancouver Coastal,MTBW6XVKV29W,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.1
Vancouver Coastal,R64QV27Q3PMV,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.0
Interior Health,QH3YCQM6PQUY,2022-10-20,ASK Wellness (Merritt),Merritt,Fentanyl,Opioid,14.4
Vancouver Coastal,G6KMYCTPGCTU,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.8
Vancouver Coastal,AMRXTHJGUMPN,2022-10-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,51.7
Vancouver Coastal,B44NXPWAKA2D,2022-10-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,69.5
Vancouver Coastal,GAAPNNRUTVJX,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.2
Vancouver Coastal,QVRK4W76NPYX,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.6
Vancouver Coastal,8K6XH2NEHTAK,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.0
Vancouver Coastal,E83JQQQGBVTJ,2022-10-20,Insite,Vancouver,Fentanyl,Opioid,12.7
Vancouver Coastal,R6YN8UUQCPCX,2022-10-20,Insite,Vancouver,Fentanyl,Opioid,14.4
Vancouver Coastal,6PZYKMTXQK7E,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,R3RJ6JVZGXW2,2022-10-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.1
Northern Health,CVZDXZ89M33H,2022-10-20,POUNDS,Prince George,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,7RYFNFF9JHVC,2022-10-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,30.6
Vancouver Coastal,JEH6TUW63AQY,2022-10-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,71.4
Fraser Health,YZE6CV4WHPXE,2022-10-19,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,30.6
Vancouver Coastal,3Q2RTWPZ8PMQ,2022-10-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,58.4
Interior Health,34D38JU66UNP,2022-10-19,Outreach Urban Health,Kelowna,Heroin,Opioid,16.9
Vancouver Coastal,XDZW2YYK9MC7,2022-10-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.2
Vancouver Coastal,GTTBG7XWTEHD,2022-10-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,31.2
Vancouver Coastal,UEAVKMKXJ92V,2022-10-19,Molson OPS,Vancouver,Fentanyl,Opioid,16.5
Vancouver Coastal,XJGWYGE7Q4YY,2022-10-19,Molson OPS,Vancouver,Fentanyl,Opioid,20.7
Fraser Health,W79TBMQD8TDV,2022-10-19,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,25.9
Vancouver Coastal,827PMPNGTK6W,2022-10-19,Insite,Vancouver,Fentanyl,Opioid,16.9
Fraser Health,UD2ZXUA4B2P4,2022-10-19,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,11.1
Vancouver Coastal,6H26QQ2N8DDE,2022-10-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.2
Fraser Health,3UY8XQWQ6AQX,2022-10-19,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,12.3
Vancouver Coastal,K2YPNWC8GV6C,2022-10-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.7
Fraser Health,7PYHZXPJUWZ6,2022-10-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,13.9
Fraser Health,8BHU8QNYWJVM,2022-10-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,20.1
Fraser Health,947F8CETRPGB,2022-10-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,18.8
Fraser Health,MHDKKV2J4XKR,2022-10-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.5
Fraser Health,N8UE6HV8DTGY,2022-10-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,14.7
Vancouver Coastal,XXME7WB9TZGA,2022-10-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.0
Interior Health,PCPPH433AP8Q,2022-10-18,ANKORS (Nelson),Nelson,Fentanyl,Opioid,11.1
Vancouver Coastal,E7WC67DYEJRU,2022-10-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.0
Fraser Health,D2PBJG29GMJ7,2022-10-18,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,15.5
Fraser Health,WYWR8TYM6639,2022-10-18,Purpose Society,New Westminster,Fentanyl,Opioid,67.0
Northern Health,6HBFT2VTQ9XQ,2022-10-18,Northwest ICMT,Terrace,Heroin,Opioid,13.8
Vancouver Coastal,P48CXW3PA6UE,2022-10-18,Insite,Vancouver,Fentanyl,Opioid,38.6
Vancouver Coastal,VV2323YGEYEQ,2022-10-18,Insite,Vancouver,Fentanyl,Opioid,9.7
Vancouver Coastal,WH36MEXV32EY,2022-10-18,Insite,Vancouver,Fentanyl,Opioid,14.1
Interior Health,8FJWFKQCBCMA,2022-10-18,ANKORS (Nelson),Nelson,Fentanyl,Opioid,12.8
Interior Health,FRU4C48E3VZN,2022-10-18,ANKORS (Nelson),Nelson,Fentanyl,Opioid,10.1
Vancouver Coastal,YEKXFVJHBFPM,2022-10-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.5
Interior Health,72GAW9UP223B,2022-10-18,ANKORS Outreach (Nelson),Nelson,Fentanyl,Opioid,13.3
Vancouver Coastal,2GG2M2XUVWBK,2022-10-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.7
Fraser Health,7WH3PCWM8373,2022-10-17,Public Health Unit Chilliwack,Chilliwack,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,MRKJ28MFCCP2,2022-10-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.4
Vancouver Coastal,2KEZDGTFEG2Q,2022-10-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,65.5
Interior Health,PUX8P27AQ8RU,2022-10-17,Penticton Soupateria,Penticton,Fentanyl,Opioid,19.4
Vancouver Coastal,2ZQEZKCVDHXZ,2022-10-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,55.8
Fraser Health,96BT9KWAZCWE,2022-10-17,Pacific Community Resources Society,Chilliwack,Fentanyl,Opioid,10.0
Vancouver Coastal,N88HJGTDAF7X,2022-10-17,Insite,Vancouver,Fentanyl,Opioid,13.9
Vancouver Coastal,64CTJTDDTEKD,2022-10-17,Insite,Vancouver,Fentanyl,Opioid,17.8
Vancouver Coastal,C3N27GKCMY72,2022-10-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.3
Vancouver Coastal,2GTKW2B8NJTR,2022-10-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,69.1
Vancouver Coastal,A33DF6GTW77M,2022-10-17,Insite,Vancouver,Fentanyl,Opioid,9.7
Vancouver Coastal,3PBP4VYY3ZGP,2022-10-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,CXB4T7N77BJH,2022-10-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,62.2
Vancouver Coastal,F9UE9NYAP2QZ,2022-10-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,RCMHR33TTZT8,2022-10-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,MPZ2J32KQW4Z,2022-10-17,Insite,Vancouver,Fentanyl,Opioid,8.3
Vancouver Coastal,GK9MWXVW4JJV,2022-10-17,Insite,Vancouver,Fentanyl,Opioid,10.6
Fraser Health,8HHVJW3MAPG7,2022-10-16,The Haven,Mission,Down (Unknown Opioid),Opioid,25.8
Fraser Health,TWET4PYQGCM4,2022-10-16,The Haven,Mission,Down (Unknown Opioid),Opioid,25.5
Vancouver Coastal,FCG9F2JWEW7F,2022-10-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.4
Fraser Health,8PBXKVB8PMCZ,2022-10-16,The Haven,Mission,Fentanyl,Opioid,11.8
Fraser Health,WU2PYAEBVGPA,2022-10-16,The Haven,Mission,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,BRPZP683ZKKN,2022-10-15,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,65.6
Vancouver Coastal,T9M37Q3P27J2,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.1
Vancouver Coastal,JN98XXQY9NYY,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.7
Vancouver Coastal,YFAW8U86E8Y8,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.3
Vancouver Coastal,7YX9QV4UFC46,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.9
Vancouver Coastal,2DYH923KUUUD,2022-10-15,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,68.7
Vancouver Coastal,RKURYF4RKYH3,2022-10-15,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,68.8
Vancouver Coastal,G9J4FCCWEJCT,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,N6BT6UXBV638,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.8
Vancouver Coastal,R9WCCWBE3V9H,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,HDHGDCHNRREG,2022-10-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,PWGC28F6NKGF,2022-10-14,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,63.7
Interior Health,DXH7NU2C4JEZ,2022-10-14,Princeton Family Services Society,Princeton,Down (Unknown Opioid),Opioid,16.9
