Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,T46NN6HTXFYD,2024-05-10,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.1
Vancouver Coastal,DABZ7GXN9NY3,2024-05-13,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,MZVBFZDMUG96,2024-05-14,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,CWANKNWDWD4W,2024-05-14,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,VGHZFZW9JKQM,2024-05-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.0
Fraser Health,BH8CUAPPGU9Z,2024-05-15,SafePoint,Surrey,Down (Unknown Opioid),Opioid,23.7
Vancouver Coastal,ZMKTXW2T9F9F,2024-05-15,Community Resource Centre,Powell River,Fentanyl,Opioid,54.5
Vancouver Coastal,8EDVKNX2MUV2,2024-05-16,Insite,Vancouver,Down (Unknown Opioid),Opioid,60.7
Vancouver Coastal,F4PG98FX4J2P,2024-05-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.8
Vancouver Coastal,VM77ZAC9A93A,2024-05-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.5
Vancouver Coastal,VJT3D2K23NUK,2024-05-17,Squamish OPS,Squamish,Fentanyl,Opioid,18.2
Fraser Health,PXNZ3V2H3TQ2,2024-05-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,KVWY8BV4FD8B,2024-05-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.1
Vancouver Coastal,CV7EHGTRB888,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,3JE8NW38Z8VG,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.8
Vancouver Coastal,EHNW62MVBEF8,2024-05-19,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,67.2
Vancouver Coastal,T9PENP4W7TRV,2024-05-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.0
Fraser Health,DN7EFGXVCKQW,2024-05-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,12.1
Vancouver Coastal,GERF7P374WGW,2024-05-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.6
Northern Health,HWPXPUKAQNHU,2024-05-23,POUNDS,Prince George,Down (Unknown Opioid),Opioid,39.4
Fraser Health,JJTGVTPN7QN8,2024-05-24,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,21.3
Fraser Health,CVEMDZ9ZDV7P,2024-05-24,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,TQYKNRJTT2XN,2024-05-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.3
Vancouver Coastal,ZG997CXX7HTM,2024-05-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.3
Vancouver Coastal,8TXTWKDCDKV7,2024-05-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.7
Fraser Health,26GJWTRKHX6M,2024-05-28,Foxglove Housing,Surrey,Fentanyl,Opioid,15.9
Vancouver Coastal,CRHTY2X4EMQ9,2024-05-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.1
Northern Health,96DHJBT9HKBH,2024-05-30,POUNDS,Prince George,Down (Unknown Opioid),Opioid,24.0
Fraser Health,RZYXFF6U6NTA,2024-05-31,Lookout Society Cole Starnes,Abbotsford,Fentanyl,Opioid,64.6
Vancouver Coastal,TZ3AZ49JW8FA,2024-05-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.3
Fraser Health,HR6UH9XUDXCH,2024-05-24,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,12.1
Vancouver Coastal,ZVPKVVG2X7PY,2024-05-21,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.7
Vancouver Coastal,BFD377TFZ74E,2024-05-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.3
Vancouver Coastal,YY2QGD3TRV3T,2024-05-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.6
Fraser Health,RTFJWM387CWK,2024-05-31,SafePoint,Surrey,Fentanyl,Opioid,22.8
Vancouver Coastal,A4WBVPCR9472,2024-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.9
Vancouver Coastal,ABNZQ4UKURCJ,2024-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,NCPR6P6MGU99,2024-05-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.8
Northern Health,9ECEP746TYFK,2024-05-29,POUNDS,Prince George,Down (Unknown Opioid),Opioid,6.2
Vancouver Coastal,X27NNA2JR2FC,2024-05-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,60.2
Fraser Health,2HXHVNTCWKJ6,2024-05-24,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,55.3
Vancouver Coastal,7VD3GNZM4UXG,2024-05-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.7
Vancouver Coastal,28JJU7GAU6EU,2024-05-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,37.8
Vancouver Coastal,8P9JKETRTFPT,2024-05-19,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,20.5
Vancouver Coastal,RECMT9MZUYRM,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.5
Vancouver Coastal,BF2JYN6ZGHXT,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,38.5
Northern Health,VTTVKMK7UWFK,2024-05-21,POUNDS,Prince George,Down (Unknown Opioid),Opioid,29.7
Island Health,4ZZRUDD3TF47,2024-05-18,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,7.7
Fraser Health,KGTNRKQG4VEZ,2024-05-18,PCRS Wellness Centre,Chilliwack,Fentanyl,Opioid,64.3
Vancouver Coastal,TTVKJUC9VVXA,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.0
Vancouver Coastal,6EVM4V8PMZ8Q,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,45.1
Fraser Health,JQP9FG44BJGN,2024-05-17,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,6DYDC3T82NEG,2024-05-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.6
Vancouver Coastal,NC23BKCMFFK9,2024-05-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.2
Island Health,ARXKX72M47GV,2024-05-14,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,9.9
Vancouver Coastal,JNW9768GCRMG,2024-05-14,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.7
Vancouver Coastal,WHTAVY3K93FP,2024-05-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,D6MBXXXQQQKP,2024-05-11,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,XMRB938WN24R,2024-05-13,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.1
Vancouver Coastal,CXEB6HP2ACGC,2024-05-13,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.6
Fraser Health,V2WH8AKB43UD,2024-05-08,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.7
Vancouver Coastal,XVGPQ3CW7HVX,2024-05-10,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,RKFMUAVJTV67,2024-05-07,GYDT (West),Vancouver,Down (Unknown Opioid),Opioid,34.2
Island Health,2YNDM3HHKPVK,2024-05-03,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,10.3
Fraser Health,TTHFF8BCBP9A,2024-05-03,Foxglove Housing,Surrey,Fentanyl,Opioid,69.4
Vancouver Coastal,NKH7HQY38JKB,2024-05-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.9
Vancouver Coastal,7KHHUBVABTDD,2024-05-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,61.9
Vancouver Coastal,6JMCDD8WW69A,2024-05-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.0
Island Health,BCYEWWFCQ7TE,2024-05-01,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,10.9
Vancouver Coastal,TUJ7JXE4KBMN,2024-05-01,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.8
Vancouver Coastal,77KWGHECBGAK,2024-05-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.9
Vancouver Coastal,88QRCJNFX3RH,2024-05-01,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.7
Vancouver Coastal,P3MFRAGKM32N,2024-05-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.0
Interior Health,3DACWUARPMAY,2024-05-02,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,12.3
Vancouver Coastal,M9N8QHD4NUYA,2024-05-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,33.4
Vancouver Coastal,76V4P7UJ77KF,2024-05-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,5.0
Northern Health,3PVFN9ZJK7K6,2024-05-04,POUNDS,Prince George,Down (Unknown Opioid),Opioid,18.1
Vancouver Coastal,QDGBJCDABF8D,2024-05-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.4
Vancouver Coastal,6DUQW86XUVZW,2024-05-07,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.7
Interior Health,WDYCXWPA4G4W,2024-05-07,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,16.5
Vancouver Coastal,AA8CW22W9BZ3,2024-05-07,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.3
Fraser Health,4KR29CFEZF2P,2024-05-10,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.2
Fraser Health,HRQYMZ8ZYPF6,2024-05-10,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,21.0
Fraser Health,MP4AMA266XNJ,2024-05-13,Public Health Unit (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,28.0
Vancouver Coastal,W9GBAXD46WAQ,2024-05-11,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.9
Vancouver Coastal,WH2P8BUNGHKF,2024-05-15,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,J7MP9XZEERQP,2024-05-13,Community Resource Centre,Powell River,Down (Unknown Opioid),Opioid,26.6
Vancouver Coastal,H44Q6NX889F4,2024-05-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.2
Fraser Health,VZXKGRRHXHVJ,2024-05-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,7.1
Fraser Health,UWEWCC87XKFA,2024-05-17,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.5
Fraser Health,N9M8AWAE72XJ,2024-05-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,24.0
Fraser Health,TX8RHP9BQGEG,2024-05-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,23.9
Vancouver Coastal,YKMKFY6K8KNF,2024-05-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.1
Vancouver Coastal,H98V3EHVDKCE,2024-05-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.9
Fraser Health,MBVCMK8JYQ3D,2024-05-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,62.3
Fraser Health,ZU8XPZ9HVXZE,2024-05-24,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.7
Vancouver Coastal,HKECW86HVVY8,2024-05-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.7
Vancouver Coastal,QFX7NEDTDC98,2024-05-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.0
Vancouver Coastal,2WCGRBMHPUH2,2024-05-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,9B84UVA4F4AV,2024-05-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,9.7
Vancouver Coastal,G8RJV4EZJX8K,2024-05-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.8
Vancouver Coastal,H7VD4DP3F2GU,2024-05-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.7
Fraser Health,KZT7WCAXPUU8,2024-05-28,Foxglove Housing,Surrey,Fentanyl,Opioid,19.0
Vancouver Coastal,RC94TKPXKTVQ,2024-05-29,Community Resource Centre,Powell River,Fentanyl,Opioid,20.5
Northern Health,FJ3DC7GMRRVV,2024-05-31,POUNDS,Prince George,Down (Unknown Opioid),Opioid,15.9
Vancouver Coastal,24ZC2MQHHFWD,2024-05-17,Squamish OPS,Squamish,Fentanyl,Opioid,23.0
Vancouver Coastal,K8KE93BP8VHZ,2024-05-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.5
Vancouver Coastal,6HRPVZTNMXTG,2024-05-16,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.5
Vancouver Coastal,QH7ZYU9MFCNU,2024-05-04,Community Resource Centre,Powell River,Fentanyl,Opioid,20.2
Northern Health,BPWRPRXUMZHE,2024-05-10,POUNDS,Prince George,Down (Unknown Opioid),Opioid,20.4
Fraser Health,RXV4R7ZU78BG,2024-05-10,Lookout Society Cole Starnes,Abbotsford,Down (Unknown Opioid),Opioid,21.3
Fraser Health,6FDVY3D9KT79,2024-05-15,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,22.7
Vancouver Coastal,927Z27DXCZEY,2024-05-03,Tla'amin Nation,Powell River,Down (Unknown Opioid),Opioid,22.2
Fraser Health,BG9UN22EV3J3,2024-05-06,Purpose Society,New Westminster,Fentanyl,Opioid,15.5
Vancouver Coastal,WC4RTDXP2VV6,2024-05-05,Community Resource Centre,Powell River,Fentanyl,Opioid,22.7
Interior Health,RBT6YYQXY3ZV,2024-05-13,Ellis Place,Kelowna,Down (Unknown Opioid),Opioid,16.1
Vancouver Coastal,AYM78BNDHYJ8,2024-05-12,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.1
Northern Health,MUGEDQVZE9XW,2024-05-17,POUNDS,Prince George,Down (Unknown Opioid),Opioid,23.6
Fraser Health,PRVKCMX7D3RH,2024-05-17,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,16.1
Vancouver Coastal,WEC83NKU79F4,2024-05-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.4
Interior Health,WJT3ZF3GDHXM,2024-05-21,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,EAJ3E92A4J82,2024-05-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,26.0
Fraser Health,TFHHJJJQFF8T,2024-05-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,9.5
