Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,VVE44ENXCDVV,2023-01-29,The Haven,Mission,Down (Unknown Opioid),Opioid,23.1
Vancouver Coastal,QW44UU3F7VDF,2023-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Island Health,QT7TGE3C79GZ,2023-01-29,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,24.5
Vancouver Coastal,2FP32FKPAJ8D,2023-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.5
Vancouver Coastal,ZE4HRB9EDAJT,2023-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,F9D898F3FYGN,2023-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.5
Vancouver Coastal,MMJP9KM34EVZ,2023-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.8
Fraser Health,EU2CQGXYC74E,2023-01-29,The Haven,Mission,Down (Unknown Opioid),Opioid,22.0
Fraser Health,Q6YHMDRGGVFN,2023-01-29,The Haven,Mission,Down (Unknown Opioid),Opioid,24.9
Island Health,P47P6YDBXBVR,2023-01-29,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,21.1
Vancouver Coastal,9CVVP3AY7RM6,2023-01-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Fraser Health,73G3B3RH9QRX,2023-01-28,Purpose Society,New Westminster,Fentanyl,Opioid,17.4
Fraser Health,9E9CCE4KPBBY,2023-01-28,Purpose Society,New Westminster,Fentanyl,Opioid,11.8
Fraser Health,MZ4UJACEJPRP,2023-01-28,Purpose Society,New Westminster,Fentanyl,Opioid,32.5
Vancouver Coastal,779MU8FBUHZ8,2023-01-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,64.4
Vancouver Coastal,DAZ6F22PJWY9,2023-01-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.6
Vancouver Coastal,AZJ9H7BKQ97Z,2023-01-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.1
Fraser Health,2W2KHAWDVD97,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,41.2
Interior Health,G2W3EQEWNF7X,2023-01-27,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,K6BYZDBJYEQC,2023-01-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.7
Interior Health,VNQE2NTK3K9Q,2023-01-27,Burdock House (Penticton),Penticton,Fentanyl,Opioid,11.5
Fraser Health,8WGA29RQEB2Q,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,14.9
Fraser Health,R7EUJT9299PV,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,21.5
Fraser Health,RWJZ2PZETNP7,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,14.6
Interior Health,EWYEREH2AGMX,2023-01-27,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,14.7
Vancouver Coastal,4W4RZC2MNW3R,2023-01-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,67.2
Vancouver Coastal,W3ZD2EMD2H8W,2023-01-27,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,73.2
Vancouver Coastal,6238PW3A8YVE,2023-01-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,58.0
Vancouver Coastal,67VV6MNU8U9Z,2023-01-27,Insite,Vancouver,Fentanyl,Opioid,17.0
Vancouver Coastal,DZVXYQVNEPPY,2023-01-27,Insite,Vancouver,Fentanyl,Opioid,27.5
Vancouver Coastal,QA2UMPM3MYQW,2023-01-27,Insite,Vancouver,Fentanyl,Opioid,26.2
Fraser Health,XEP7ZHU4AY9F,2023-01-27,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,26.5
Vancouver Coastal,YUZK462BU7PA,2023-01-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.8
Vancouver Coastal,6B8M64BK66VT,2023-01-27,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,43.2
Fraser Health,JUW9PN3WDJAY,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,10.0
Fraser Health,Q9ZBZN9YJTJX,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,9.9
Fraser Health,REDGAZQ9CYD4,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,12.4
Fraser Health,RUK282ZDPUB2,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,8.3
Interior Health,D3J76Y72ZTYM,2023-01-27,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,AH7TPVX7H9K3,2023-01-27,Insite,Vancouver,Fentanyl,Opioid,24.9
Vancouver Coastal,VZRFFHNQ4UNM,2023-01-27,Insite,Vancouver,Fentanyl,Opioid,23.3
Fraser Health,XD9U7Q9MR6UB,2023-01-27,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,44.5
Vancouver Coastal,AJ33WWTZJGAB,2023-01-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.5
Interior Health,BDRCTP2KU8F3,2023-01-26,Cornerstone Shelter,Kelowna,Fentanyl,Opioid,16.7
Fraser Health,2NNWNJ7BKJQX,2023-01-26,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,48.2
Fraser Health,D9N6NB3J7XWG,2023-01-26,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,23.2
Fraser Health,HD8DYGWQYTMV,2023-01-26,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,EE9TAUKDFKKK,2023-01-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,13.4
Vancouver Coastal,AR7V4ABGF7WY,2023-01-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,62.6
Vancouver Coastal,FPH4B7R4G2ZN,2023-01-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,9.9
Vancouver Coastal,TTX444ZGYH6X,2023-01-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,13.1
Vancouver Coastal,WTG8E8ZH9J4V,2023-01-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,26.9
Vancouver Coastal,7TK6N6V376ZR,2023-01-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.4
Vancouver Coastal,N6QV7W4HJKZ8,2023-01-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.8
Fraser Health,ZD6XBPVNNXTZ,2023-01-26,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,22.1
Vancouver Coastal,V4ZV83EQV64M,2023-01-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,65.0
Vancouver Coastal,XTNY64TFHGMB,2023-01-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.4
Vancouver Coastal,7D2U6NY9URUU,2023-01-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,5.8
Vancouver Coastal,XCUHA3K96BU9,2023-01-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,17.5
Fraser Health,Q9BHV99Q6RUH,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.5
Interior Health,62JWMJCNJUAJ,2023-01-25,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,22.2
Interior Health,FFA3NXHJ3EZ3,2023-01-25,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,16.9
Vancouver Coastal,73D9U2HKFTHF,2023-01-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,40.1
Fraser Health,4DXE73QNFWBA,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.0
Fraser Health,AAG3GBPAABDA,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,23.6
Fraser Health,BBQJKGJU4TE7,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,24.1
Fraser Health,JGFTY7TT2FKW,2023-01-25,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,12.0
Interior Health,URF3MXTQK3GW,2023-01-25,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,15.5
Fraser Health,X3PY9A2YXMQ8,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.1
Vancouver Coastal,P7W3P9VGDYUF,2023-01-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.8
Fraser Health,22WHPDTBGCFC,2023-01-25,SafePoint,Surrey,Down (Unknown Opioid),Opioid,41.0
Interior Health,BWY8CCMREMRJ,2023-01-25,ANKORS Outreach (Grand Forks),Grand Forks,Fentanyl,Opioid,9.5
Interior Health,DWDJ9336GEWG,2023-01-25,ANKORS Outreach (Grand Forks),Grand Forks,Fentanyl,Opioid,10.5
Interior Health,TV42M427ADCU,2023-01-25,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,19.0
Vancouver Coastal,4K9NJERNX8YC,2023-01-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,57.6
Vancouver Coastal,ZGPA47BQR3ZX,2023-01-24,Molson OPS,Vancouver,Fentanyl,Opioid,32.9
Vancouver Coastal,UX283WDQE7PX,2023-01-24,Molson OPS,Vancouver,Fentanyl,Opioid,25.7
Island Health,RBXB8MH7WCTJ,2023-01-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.1
Vancouver Coastal,VETK7T3MN79G,2023-01-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.5
Vancouver Coastal,3QGMMPYYNKUA,2023-01-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,VXXHTZEGCA23,2023-01-24,Insite,Vancouver,Fentanyl,Opioid,15.2
Vancouver Coastal,TGJHV6WTGN7V,2023-01-24,Molson OPS,Vancouver,Fentanyl,Opioid,7.5
Vancouver Coastal,DYWEN3MV24X7,2023-01-24,Get Your Drugs Tested,Vancouver,Heroin,Opioid,13.8
Vancouver Coastal,BFQBJUKM7KQ9,2023-01-24,Molson OPS,Vancouver,Fentanyl,Opioid,29.3
Vancouver Coastal,TJZA4ZTARAR6,2023-01-24,Insite,Vancouver,Fentanyl,Opioid,18.8
Island Health,49YBQ9FRTTT3,2023-01-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.4
Island Health,A4UZHUD96B76,2023-01-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,18.9
Interior Health,CMYCGMGZAUDC,2023-01-24,Burdock House (Penticton),Penticton,Fentanyl,Opioid,22.1
Vancouver Coastal,XGX4MT8N6Z84,2023-01-24,Molson OPS,Vancouver,Fentanyl,Opioid,17.0
Interior Health,Y4YW92GH9Z2J,2023-01-24,ANKORS Mobile (Castlegar),Castlegar,Fentanyl,Opioid,13.7
Vancouver Coastal,TCTDX4Y9G3V3,2023-01-24,Insite,Vancouver,Fentanyl,Opioid,26.3
Vancouver Coastal,66CQXGAYQ3PD,2023-01-24,Insite,Vancouver,Fentanyl,Opioid,8.5
Vancouver Coastal,WXKPTUXUCE8U,2023-01-24,Insite,Vancouver,Fentanyl,Opioid,11.2
Island Health,U42CBKTKEK8F,2023-01-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.9
Vancouver Coastal,JPNTQVK8D6UB,2023-01-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.2
Vancouver Coastal,JAA6BR4CD7ZM,2023-01-23,Insite,Vancouver,Fentanyl,Opioid,13.2
Island Health,GQTPM3NJ9Z29,2023-01-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,12.1
Island Health,XM8W99KR9N6C,2023-01-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,RJP3NQCEDYCQ,2023-01-23,Insite,Vancouver,Fentanyl,Opioid,11.1
Vancouver Coastal,VGQN9WAWTFWY,2023-01-23,Insite,Vancouver,Fentanyl,Opioid,22.2
Island Health,FMUNPYWP24PH,2023-01-23,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,18.5
Northern Health,3U9MZGEA4KXE,2023-01-23,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,20.5
Northern Health,8HAMA8HP9ZCM,2023-01-23,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,7.2
Interior Health,3CN8RPZZTR7P,2023-01-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,12.7
Fraser Health,PHF3E4QMK3EJ,2023-01-22,The Haven,Mission,Down (Unknown Opioid),Opioid,21.2
Vancouver Coastal,3YA6TTNTVGPA,2023-01-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.3
Island Health,7M4A4CUCCJBH,2023-01-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.9
Island Health,8ABMC87NXH6E,2023-01-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,22.4
Island Health,GM6AERW3RDWF,2023-01-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.8
Island Health,RDKM2992Z9N9,2023-01-22,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.1
Fraser Health,6FB6EA6BBC73,2023-01-22,The Haven,Mission,Down (Unknown Opioid),Opioid,33.6
Vancouver Coastal,YFXCKQFDTQ4P,2023-01-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,RE7YHEHMYZTV,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.8
Northern Health,TPBXDCXKG2MQ,2023-01-21,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,17.8
Vancouver Coastal,MPCK8483N4N4,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,RVRHPBZJFX7M,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,Z3PGK4EJRGKE,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,62.7
Vancouver Coastal,MZ4TNQAVDHF2,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,6E9FAQ2JZNDX,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.0
Vancouver Coastal,99A4KA4E7XE7,2023-01-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.6
Vancouver Coastal,DJVQNBJRRY7T,2023-01-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.2
Fraser Health,CXBZ6NCMFTNC,2023-01-20,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,31.0
Vancouver Coastal,4729DH3BT42R,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,21.6
Vancouver Coastal,6Z9QNNG4QYXM,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,15.3
Vancouver Coastal,J4MPDN48X3MX,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,15.6
Vancouver Coastal,T49ZZZV4U9NA,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,22.8
Northern Health,HEVQ6E7YUWQG,2023-01-20,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,DFZVABK4GZZF,2023-01-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.9
Fraser Health,G6G3ET6V4DQT,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,AMVBYY4DX4T3,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,9.1
Vancouver Coastal,B8GTYQQX63G2,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,22.7
Fraser Health,UKGYE38KR32K,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,12.8
Vancouver Coastal,ARHDWGRQRR46,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,24.3
Vancouver Coastal,M9HFFNEWA4XJ,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,24.7
Vancouver Coastal,QYKTFXFAGGN3,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,10.4
Fraser Health,2JQ2M84X9MEF,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,48.1
Fraser Health,7JEUGBCGUQM6,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,24.9
Vancouver Coastal,9V73WRWRH8KH,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,15.5
Vancouver Coastal,M8UENJGA6DGB,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,15.2
Vancouver Coastal,Y4JKTRZBY9Z3,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,15.4
Fraser Health,B4J47Z4EXMME,2023-01-20,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,17.8
Fraser Health,QH6J2KCXVVK9,2023-01-20,Lookout Society Riverside,Abbotsford,Down (Unknown Opioid),Opioid,25.2
Vancouver Coastal,C7T8P87VR4T3,2023-01-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,64.1
Interior Health,HAMWADNW9438,2023-01-20,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,19.9
Northern Health,7DM86FEQ77PP,2023-01-20,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,20.7
Fraser Health,4G74J2H44VBX,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.4
Fraser Health,HXAWZKCD3WFN,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,14.6
Vancouver Coastal,RMKFRWFD82BB,2023-01-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.0
Fraser Health,E4Y3TKXZGGPE,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,14.8
Northern Health,HGZE267GPBYU,2023-01-20,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,19.2
Vancouver Coastal,QJECNY7UXBWJ,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,8.1
Fraser Health,733WPPRPNFW8,2023-01-20,The Hub,Abbotsford,Down (Unknown Opioid),Opioid,15.8
Vancouver Coastal,B8KXQ7H4KZU9,2023-01-20,Insite,Vancouver,Fentanyl,Opioid,16.2
Vancouver Coastal,FZ4RNZ7ZDG4G,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.7
Vancouver Coastal,6MQ7AKMFU4Z9,2023-01-19,Insite,Vancouver,Fentanyl,Opioid,8.7
Interior Health,WM7FV6M3B6H6,2023-01-19,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,17.5
Vancouver Coastal,NC4Z7J83QM6Z,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.0
Vancouver Coastal,7V6D4BPZTDGN,2023-01-19,Insite,Vancouver,Fentanyl,Opioid,9.8
Vancouver Coastal,CN9ZZDBDUT9P,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.6
Vancouver Coastal,6RUN362XJRJW,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.5
Vancouver Coastal,7DVCHBQVDUGV,2023-01-19,Insite,Vancouver,Fentanyl,Opioid,27.0
Vancouver Coastal,EDG622U98D4K,2023-01-19,Insite,Vancouver,Fentanyl,Opioid,8.5
Vancouver Coastal,BPAYXM77GEXN,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,8HA24AVPH7ZR,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.7
Vancouver Coastal,TY24C3XFGMXD,2023-01-19,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,33.4
Vancouver Coastal,A4HNEAPNRT8V,2023-01-19,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,29.4
Vancouver Coastal,K2DBQ82BDCXQ,2023-01-19,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,26.9
Vancouver Coastal,TZVAHGPCKFEX,2023-01-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.8
Fraser Health,K2KQ3WJCDWT2,2023-01-18,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,18.9
Interior Health,Z2X6CPYCEZUW,2023-01-18,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,15.0
Interior Health,8WM4PWKM4YMR,2023-01-18,ANKORS Mobile (Trail),Trail,Fentanyl,Opioid,5.4
Vancouver Coastal,CM8DV7NDYAY3,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,RU73FZXZBMEA,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.4
Fraser Health,7HC4A7RY4H7M,2023-01-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.8
Island Health,4HYMG9QBPCCZ,2023-01-18,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.6
Fraser Health,CVF7XCEVH6NJ,2023-01-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.8
Fraser Health,G3MRGUBCZYTU,2023-01-18,Purpose Society,New Westminster,Fentanyl,Opioid,17.5
Fraser Health,GF8HJDQ2V8UW,2023-01-18,Purpose Society,New Westminster,Fentanyl,Opioid,16.0
Fraser Health,32KMYKTYDYVX,2023-01-18,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,18.4
Fraser Health,GYV8DGR82WXX,2023-01-18,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,22.5
Fraser Health,KG67AAUZUPQP,2023-01-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,22.5
Vancouver Coastal,9YX9KTZ3U9KN,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.8
Vancouver Coastal,9CVQPNQZPWF7,2023-01-18,Insite,Vancouver,Fentanyl,Opioid,20.1
Vancouver Coastal,WKHCGXR3HYFC,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,V7TVMA9PQ77E,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.8
Vancouver Coastal,8Z8VZKDYMBEN,2023-01-18,Insite,Vancouver,Fentanyl,Opioid,19.4
Interior Health,68PNB2P2N2AG,2023-01-18,ANKORS Outreach (Trail),Trail,Fentanyl,Opioid,9.5
Vancouver Coastal,EBMNHTG7QBNY,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.8
Vancouver Coastal,7QKT48FVZKDD,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.6
Fraser Health,FMMYDYQ4NKDV,2023-01-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,27.5
Vancouver Coastal,EN26TJP8GNTR,2023-01-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.1
Interior Health,A6JPRQUFU668,2023-01-18,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,15.0
Vancouver Coastal,TA8V4KQPMW7T,2023-01-17,Insite,Vancouver,Fentanyl,Opioid,13.9
Vancouver Coastal,ACZ6239KQH8Y,2023-01-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.6
Vancouver Coastal,3DWDJWGPVFEU,2023-01-17,Insite,Vancouver,Fentanyl,Opioid,13.8
Vancouver Coastal,MVBBJY2P83HD,2023-01-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,36.7
Vancouver Coastal,U3RRZ4NZR6DF,2023-01-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.6
