Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,KYJHJN7B8NPW,2022-09-20,Insite,Vancouver,Fentanyl,Opioid,9.1
Vancouver Coastal,948V7HZKKACR,2022-09-20,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,10.1
Vancouver Coastal,JEFH74UZKXGH,2022-09-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.0
Interior Health,QZTUWZEZXZZE,2022-09-20,Cammy LaFleur Outreach (Vernon),Vernon,Fentanyl,Opioid,17.5
Vancouver Coastal,JKUQDT9CT9GR,2022-09-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.8
Vancouver Coastal,FX26KAW3YW24,2022-09-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.2
Vancouver Coastal,6VR2ZCCE9HXQ,2022-09-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.1
Vancouver Coastal,EMXFUMUMT2ZB,2022-09-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,6WXZ82436VJN,2022-09-18,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,71.6
Northern Health,NTPFYWV6NRBY,2022-09-18,POUNDS,Prince George,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,3FVD2HZRT636,2022-09-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.7
Fraser Health,G9J46M78TY67,2022-09-18,Mountainside Harm Reduction Society,Chilliwack,Down (Unknown Opioid),Opioid,31.0
Fraser Health,ZGRJ3K8AW3W9,2022-09-18,Mountainside Harm Reduction Society,Chilliwack,Down (Unknown Opioid),Opioid,26.6
Vancouver Coastal,EX3Z2KXD3JZY,2022-09-18,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,33.0
Vancouver Coastal,UGYXVFCGJKHP,2022-09-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.9
Vancouver Coastal,9D99XDT7HB6R,2022-09-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,2.3
Vancouver Coastal,AJVAACPUEJGA,2022-09-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.3
Fraser Health,46GJN3Q74QAD,2022-09-17,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,13.5
Vancouver Coastal,C7CENCKVFPY6,2022-09-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,56.5
Vancouver Coastal,BJ9N6EC3BNPB,2022-09-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,XW9FWMXXJB6A,2022-09-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.2
Vancouver Coastal,RWA6Y4XY7RND,2022-09-16,Get Your Drugs Tested,Vancouver,Heroin,Opioid,71.9
Island Health,P8PXJMJAB7BB,2022-09-16,CMHA,Nanaimo,Fentanyl,Opioid,22.8
Island Health,UJATEXTZ9CYC,2022-09-16,CMHA,Nanaimo,Fentanyl,Opioid,5.3
Island Health,YH8FU7P7GHXH,2022-09-16,CMHA,Nanaimo,Fentanyl,Opioid,64.3
Vancouver Coastal,6GEZMRMYUWEH,2022-09-16,Insite,Vancouver,Fentanyl,Opioid,18.4
Vancouver Coastal,AJFT96DJVTAM,2022-09-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,ADJ9KE4EM3D6,2022-09-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.2
Vancouver Coastal,BENATF3NT9KH,2022-09-16,Insite,Vancouver,Fentanyl,Opioid,21.6
Vancouver Coastal,UW92K7VP2AQ8,2022-09-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,43.5
Vancouver Coastal,2DR9KC3TPWNC,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,12.5
Vancouver Coastal,4BQNV8MR49Z8,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,14.3
Vancouver Coastal,KF7P4JZCAA8M,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,5.6
Vancouver Coastal,KTBK3NV7UHT6,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,11.0
Vancouver Coastal,TABGNJC2V629,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,5.1
Vancouver Coastal,VTTQXQTN4FQQ,2022-09-15,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,19.2
Vancouver Coastal,7JFU7ZPBB9CG,2022-09-15,Insite,Vancouver,Fentanyl,Opioid,16.4
Interior Health,6BMUW8G4NU8D,2022-09-15,ANKORS (Nelson),Nelson,Fentanyl,Opioid,13.6
Interior Health,HZHX4AR8YK9Q,2022-09-15,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.8
Interior Health,P3TXNTXUZTJV,2022-09-15,ANKORS (Nelson),Nelson,Fentanyl,Opioid,3.9
Interior Health,AN9PY6P4HTE7,2022-09-15,ANKORS (Nelson),Nelson,Fentanyl,Opioid,7.1
Interior Health,NZJ37MAHDMVW,2022-09-15,ANKORS (Nelson),Nelson,Fentanyl,Opioid,6.9
Vancouver Coastal,CY382682PGZ4,2022-09-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.2
Interior Health,E73FGNQJPD6F,2022-09-15,ANKORS Outreach (Nelson),Nelson,Fentanyl,Opioid,16.7
Fraser Health,3FUVP6U9VKDR,2022-09-14,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,16.9
Interior Health,FXAH9DQJZM93,2022-09-14,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,19.5
Fraser Health,TGHCN8UUBZXU,2022-09-14,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,11.4
Vancouver Coastal,GEFP9XAUAMB8,2022-09-14,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,HNP46QQKV2XQ,2022-09-14,Insite,Vancouver,Fentanyl,Opioid,9.7
