Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,4AYQD2B4XCJH,2024-07-11,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.2
Vancouver Coastal,39X2VHMK3XJF,2024-07-05,Insite,Vancouver,Heroin,Opioid,13.6
Fraser Health,MVP93HQEXVFE,2024-07-05,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,VQDGN4TVCCYE,2024-07-08,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.6
Vancouver Coastal,H23QPX86CTQR,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,46.7
Fraser Health,432FC2WF8WWW,2024-07-05,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,FAGTRWC6QU39,2024-07-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.9
Fraser Health,CRUU9DU7M86T,2024-07-05,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,32.3
Vancouver Coastal,J3AQQV743MHG,2024-07-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.5
Vancouver Coastal,3HRRUJKZGH66,2024-07-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,28.1
Fraser Health,TUVVXV8E8HT7,2024-07-03,SafePoint,Surrey,Down (Unknown Opioid),Opioid,20.6
Vancouver Coastal,GE2G2KM8CF8P,2024-07-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.5
Vancouver Coastal,44M3RJ6ZQDPT,2024-07-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,38.2
Vancouver Coastal,BNK48XZC4PUR,2024-07-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,25.2
Fraser Health,24QQ68T4PPEJ,2024-07-30,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,22.9
Island Health,ZNMHEQPWPYRP,2024-07-29,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,17.3
Island Health,82DZM9E3XK6U,2024-07-25,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,7EH8BF9NRFP3,2024-07-25,Community Resource Centre,Powell River,Fentanyl,Opioid,60.1
Vancouver Coastal,8HR96ZM9MZA3,2024-07-26,Community Resource Centre,Powell River,Fentanyl,Opioid,15.8
Fraser Health,HVVVG4Y43DQP,2024-07-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.9
Fraser Health,3MHNRYGF3X9K,2024-07-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,27.0
Fraser Health,P6E3YQEG92FX,2024-07-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,648T7ACQ9DCF,2024-07-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,3XHBB3YB2MUK,2024-07-24,Community Resource Centre,Powell River,Fentanyl,Opioid,65.4
Fraser Health,XWZQ7P9CZFU4,2024-07-24,SafePoint,Surrey,Down (Unknown Opioid),Opioid,10.2
Island Health,R8QUEQF9BKD3,2024-07-19,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,22.9
Vancouver Coastal,QFTKQJGM9MQP,2024-07-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.2
Vancouver Coastal,BC6HGZGMGG7H,2024-07-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.8
Vancouver Coastal,MGPHB9JHTBGQ,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,U636GMF77VN7,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,7.9
Fraser Health,CQJT46WJGUPJ,2024-07-19,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,21.2
Fraser Health,26KVMT8B3RTV,2024-07-19,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,28.9
Northern Health,PRT7JAKAK4BE,2024-07-17,POUNDS,Prince George,Down (Unknown Opioid),Opioid,19.2
Interior Health,U644AQ6AWJ6W,2024-07-18,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,7.7
Island Health,NGY42CKZUBPW,2024-07-17,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,8.0
Northern Health,CV8EXK3FB8KU,2024-07-17,POUNDS,Prince George,Down (Unknown Opioid),Opioid,21.9
Vancouver Coastal,DP9QF24F2UR7,2024-07-13,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,7QNG24W7Z7PN,2024-07-16,Get Your Drugs Tested,Vancouver,Heroin,Opioid,21.1
Interior Health,AUTU7Y3UVDQG,2024-07-16,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,8.3
Fraser Health,84GGYKKEV36Q,2024-07-17,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.0
Vancouver Coastal,YTWMZMM22YV9,2024-07-17,Community Resource Centre,Powell River,Fentanyl,Opioid,27.0
Fraser Health,PDUDKJWFNTGG,2024-07-16,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,19.9
Island Health,RZP2ZZKCFF24,2024-07-17,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,8.1
Fraser Health,NCBZTAZ3AA7P,2024-07-11,Lookout OPS Van (Langley Memorial Hospital),Langley,Down (Unknown Opioid),Opioid,22.8
Fraser Health,RPR38N3YU4KC,2024-07-11,Lookout OPS Van (Langley Memorial Hospital),Langley,Down (Unknown Opioid),Opioid,16.7
Fraser Health,TCMXPC6CM947,2024-07-12,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,12.1
Vancouver Coastal,NXBHJG42VE6H,2024-07-08,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Interior Health,KDZE9Q4MEK6E,2024-07-09,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,14.7
Vancouver Coastal,DJZE3EBW6QRA,2024-07-09,Community Resource Centre,Powell River,Fentanyl,Opioid,34.8
Vancouver Coastal,AHBWJ6BK2EUJ,2024-07-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,VQFYW9H22WBF,2024-07-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.4
Vancouver Coastal,RJ934YGCXR4D,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,TMEZXF7FNRGK,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,7.1
Vancouver Coastal,U4BNUK3FB38F,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,31.9
Vancouver Coastal,KXNRQRARDKRZ,2024-07-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.9
Vancouver Coastal,X4RAJ3NTT2ZP,2024-07-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.8
Interior Health,FFECPFQMATMR,2024-07-02,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,15.4
Vancouver Coastal,BTRGBYPXQ4RV,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.6
Vancouver Coastal,CMN4QGG326M8,2024-07-08,Insite,Vancouver,Down (Unknown Opioid),Opioid,9.8
Fraser Health,33NFT9GVDDPA,2024-07-05,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,22.0
Vancouver Coastal,T4MMRT2VMFZV,2024-07-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.1
Fraser Health,2TTGPGBR2VB8,2024-07-30,Purpose Society,New Westminster,Fentanyl,Opioid,57.9
Vancouver Coastal,J76A6PEYAQQ4,2024-07-20,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.6
Island Health,6M6HB47EJHAE,2024-07-19,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,9.4
Interior Health,YFYF2D3QDHD8,2024-07-18,Compass House (Penticton),Penticton,Down (Unknown Opioid),Opioid,19.7
Interior Health,NX7TECD6QC9A,2024-07-18,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,28.9
Vancouver Coastal,VUMRB4YZRYQP,2024-07-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.2
Island Health,7P7339UE3DHY,2024-07-19,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,11.0
Fraser Health,C2CC3B8M9KA3,2024-07-12,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,22.7
Interior Health,QQMEC34HB93H,2024-07-12,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,23.8
Island Health,VF9W72KUBMUD,2024-07-19,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,9.6
Vancouver Coastal,RN3JDCRVH9BZ,2024-07-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.4
Vancouver Coastal,WCC3K9JB848V,2024-07-25,Community Resource Centre,Powell River,Fentanyl,Opioid,33.1
Northern Health,39YZWTE9NH48,2024-07-27,Terrace ICMT (NHA),Terrace,Down (Unknown Opioid),Opioid,9.2
Vancouver Coastal,EEYM92FPWTM2,2024-07-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,44.6
Vancouver Coastal,QMMEY9UUCBM9,2024-07-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,37.7
Vancouver Coastal,UM6VNJWX7P2Q,2024-07-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,32.2
Vancouver Coastal,DC6TAQBMVE8P,2024-07-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.5
Northern Health,R2ZHUT44CF6D,2024-07-06,Prince George Needle Exchange,Prince George,Down (Unknown Opioid),Opioid,19.1
Vancouver Coastal,4F4W84D3REFB,2024-07-06,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,R4HCTF6HHYUZ,2024-07-08,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,23.2
Island Health,MCWTGGNGV9D9,2024-07-31,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,12.7
Vancouver Coastal,62XV2B8VJYVB,2024-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,YPT9D84QNWG6,2024-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.4
Vancouver Coastal,U3DY7M893G3H,2024-07-30,Community Resource Centre,Powell River,Fentanyl,Opioid,18.4
Vancouver Coastal,X84VV6VF3TNA,2024-07-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,44.5
Vancouver Coastal,KR6P9XG9QKDK,2024-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,38.0
Vancouver Coastal,8GRGVT4B4TBC,2024-07-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,52.6
Vancouver Coastal,9AZJNW8D4BEA,2024-07-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,47.2
Vancouver Coastal,PUF4AYZMTKJE,2024-07-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.8
Vancouver Coastal,PXPWKNUXHX96,2024-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,33.3
Vancouver Coastal,24WQ7QQ3NJVE,2024-07-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,2.0
Vancouver Coastal,HWHMF2V3GF48,2024-07-21,Community Resource Centre,Powell River,Fentanyl,Opioid,22.9
Vancouver Coastal,MXCXCTQD7M63,2024-07-19,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,50.5
Vancouver Coastal,4YUPWUVGKD2Y,2024-07-20,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,52.5
Vancouver Coastal,GHTXZANVWCKC,2024-07-18,Insite,Vancouver,Fentanyl,Opioid,19.1
Vancouver Coastal,BX2MKF3RXNXB,2024-07-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,51.7
Island Health,ZRGDNFKKHZ7R,2024-07-16,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,28.7
Vancouver Coastal,R4GMNFUACGJD,2024-07-13,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.7
Vancouver Coastal,MXJHG7C3KNAF,2024-07-12,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.6
Island Health,9WKNZ8649MD4,2024-07-12,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,4.8
Vancouver Coastal,C8BF8ZY2696G,2024-07-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.9
Vancouver Coastal,VAMR46W97DBK,2024-07-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.7
Vancouver Coastal,JKAY7GV7U6UE,2024-07-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.7
Vancouver Coastal,QNPQHQ4JKUM7,2024-07-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.2
Vancouver Coastal,D42M9UFXHZHE,2024-07-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,9A6XYRVGCXV9,2024-07-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.4
Vancouver Coastal,GD862BZDXZKK,2024-07-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,XC98ZXKZT3UZ,2024-07-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,36.2
Fraser Health,HDJ4MJ7UAXWY,2024-07-06,PCRS Wellness Centre,Chilliwack,Fentanyl,Opioid,57.6
Vancouver Coastal,Y7TWDFD9CXFR,2024-07-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.0
Island Health,ZHPETK7HWMVH,2024-07-31,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,10.3
Vancouver Coastal,PZWVEVM2BNGT,2024-07-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,57.7
Vancouver Coastal,E7ZRD8ZWE6PB,2024-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.0
Vancouver Coastal,FEMF6KG78WXH,2024-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.4
Vancouver Coastal,NHGGJMQ4XT4G,2024-07-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,60.6
Vancouver Coastal,6AAZD8MPGXQ6,2024-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.0
Vancouver Coastal,DPD4KH7MUQTD,2024-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.0
Vancouver Coastal,GAB97PCGM7ZC,2024-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.9
Island Health,2Z8RCXR9EWEC,2024-07-23,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,11.2
Vancouver Coastal,AGBJ46GTAVDM,2024-07-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.9
Fraser Health,XYQACURVJ3UW,2024-07-20,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,12.2
Northern Health,YY3YUCWYQ7MU,2024-07-12,POUNDS,Prince George,Down (Unknown Opioid),Opioid,7.3
Interior Health,3ACXA76NWPEN,2024-07-03,ANKORS Mobile (Trail),Trail,Down (Unknown Opioid),Opioid,15.4
Interior Health,DXWPKKQTAPEX,2024-07-02,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,BEKGU9QXKCDV,2024-07-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.0
Vancouver Coastal,YYEAJGQ74PPF,2024-07-02,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,34.4
Interior Health,TQTJN9ZN8AJQ,2024-07-02,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,12.1
Fraser Health,D66FDVUFUH8B,2024-07-05,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,21.3
Vancouver Coastal,AXVDEGF4FWEU,2024-07-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.9
Vancouver Coastal,8U79H76J28Z2,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,25.0
Vancouver Coastal,K8AVWJTCZGB8,2024-07-09,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,RXFD2NHT2BXP,2024-07-08,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.6
Vancouver Coastal,X4AQVW2F9PAE,2024-07-06,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.2
Vancouver Coastal,D4AKCHDU3WKV,2024-07-10,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.7
Vancouver Coastal,6V2YGDEXMC2M,2024-07-11,Community Resource Centre,Powell River,Fentanyl,Opioid,24.0
Fraser Health,CYJ6A4HP934X,2024-07-11,Lookout OPS Van (Langley Memorial Hospital),Langley,Down (Unknown Opioid),Opioid,20.1
Fraser Health,N6NG3RUKPGQ7,2024-07-10,Food for the Soul,Maple Ridge,Down (Unknown Opioid),Opioid,29.5
Interior Health,TP4HDEE43KRW,2024-07-10,Cornerstone Shelter,Kelowna,Down (Unknown Opioid),Opioid,20.8
Fraser Health,9WUWRTWYBCP6,2024-07-13,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,21.6
Interior Health,A3NZZ7RH62XV,2024-07-16,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,8.9
Interior Health,JZUND34ZXGZE,2024-07-18,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,8.9
Fraser Health,M4C7E7V43DBE,2024-07-20,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,10.0
Island Health,UCTDAYPP7AGD,2024-07-19,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,11.0
Northern Health,E6GJ7W3Q8XEA,2024-07-18,POUNDS,Prince George,Down (Unknown Opioid),Opioid,18.9
Fraser Health,EUFM7NMGFGDA,2024-07-23,SafePoint,Surrey,Down (Unknown Opioid),Opioid,13.6
Northern Health,PCU4WZRDRD7D,2024-07-25,Smithers Outreach (NHA),Smithers,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,7DV9FD9PQ4VU,2024-07-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.4
Vancouver Coastal,AJ828HDPE8RZ,2024-07-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.1
Vancouver Coastal,N7KDHHZ2CRTK,2024-07-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,33.8
Vancouver Coastal,GRN3UQUW34QA,2024-07-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,56.3
Fraser Health,87KXQ7JAXQ6X,2024-07-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.5
Interior Health,47XA6NJCXTKT,2024-07-12,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,10.0
Vancouver Coastal,9DCT64KRGQK8,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,29.7
Vancouver Coastal,6249Z33ZHZPM,2024-07-09,Insite,Vancouver,Fentanyl,Opioid,13.0
Vancouver Coastal,CCMHCRGCXRYF,2024-07-09,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,NNMHRED4NQUG,2024-07-09,Insite,Vancouver,Fentanyl,Opioid,26.1
Interior Health,KG9MUJ8EM6QM,2024-07-09,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,22.4
Fraser Health,UUZY44BJ6PAC,2024-07-06,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,8.2
Vancouver Coastal,93944EB7ZAFQ,2024-07-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.4
Vancouver Coastal,PQW6YYFCQRME,2024-07-03,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Island Health,4UNZ4Y23XZYN,2024-07-22,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,16.0
Vancouver Coastal,MN233RC73YG3,2024-07-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.3
Fraser Health,KETRJNWWZ9UN,2024-07-23,SafePoint,Surrey,Down (Unknown Opioid),Opioid,13.6
Island Health,N2A77PR3M37F,2024-07-09,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,14.2
Interior Health,ERXJ3X3YDT6A,2024-07-16,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,16.0
Vancouver Coastal,827UKH6TTPWR,2024-07-18,Community Resource Centre,Powell River,Fentanyl,Opioid,16.5
Vancouver Coastal,GR7DZ3K4QDAM,2024-07-18,Sechelt Hospital MHSU 2,Powell River,Down (Unknown Opioid),Opioid,16.4
Interior Health,M4D2QBPUJABU,2024-07-31,ASK Wellness (433 Tranquille),Kamloops,Down (Unknown Opioid),Opioid,15.2
Vancouver Coastal,TNV84GJHJJWZ,2024-07-31,Sechelt Hospital MHSU 2,Powell River,Down (Unknown Opioid),Opioid,26.5
Fraser Health,YEQ2Y4QBKN7Y,2024-07-26,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.7
Vancouver Coastal,EHTFJRQ6EUKT,2024-07-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,8.0
Vancouver Coastal,JNHDFA7YXRN7,2024-07-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.8
Vancouver Coastal,DRRMYUEX7ZXK,2024-07-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.5
Vancouver Coastal,3NZHWCNCQBJ4,2024-07-31,Sechelt Hospital MHSU 2,Powell River,Down (Unknown Opioid),Opioid,36.0
Vancouver Coastal,VV9RCFVFMXEF,2024-07-15,Sechelt Hospital MHSU 2,Powell River,Down (Unknown Opioid),Opioid,29.5
Fraser Health,KBTXBTCDNGDW,2024-07-06,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,21.7
Fraser Health,KE27ECG7KFPZ,2024-07-03,SafePoint,Surrey,Down (Unknown Opioid),Opioid,54.8
Vancouver Coastal,GDUF86JKN6UW,2024-07-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.7
Vancouver Coastal,KDTJ883VV6XT,2024-07-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,6.5
Vancouver Coastal,TPYZYP4R2NQ2,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,XGHUX2UTJ2KV,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,45.7
Vancouver Coastal,VT38N6637GJG,2024-07-18,Community Resource Centre,Powell River,Fentanyl,Opioid,55.8
Vancouver Coastal,3HBCUF2TZEYE,2024-07-18,Squamish OPS,Squamish,Fentanyl,Opioid,20.1
Vancouver Coastal,ZJM3DQWRQWKD,2024-07-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,28.4
Vancouver Coastal,D6DA68YQA2HY,2024-07-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.3
Interior Health,FXAEVRXTMZBK,2024-07-16,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,PBBWRAY2XD98,2024-07-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.3
Vancouver Coastal,UGJW626T6M8Z,2024-07-22,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.4
Vancouver Coastal,DYYUDD62U46E,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.5
Vancouver Coastal,TEZJB3KGK2RZ,2024-07-19,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,33.6
Vancouver Coastal,3TTXHTR4G4UM,2024-07-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,9.8
Interior Health,M992RYUKYDE2,2024-07-26,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,23.3
Vancouver Coastal,EBVKYGBFCCJV,2024-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.7
Vancouver Coastal,QVHJKHY7QXM8,2024-07-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.6
